name,days_hours_open,site,phone,email,address,category,latitude,longitude
"Coffee Bear","","","","","Coffee Bear","Cafe","37.99324","23.7754"
"Balux Prive","","","","","Balux Prive","Cafe","37.855723915829","23.748837754447"
"Μανι-Μανι","","","21 0497 5784","","Μανι-Μανι","Cafe","37.99906","23.64405"
"Creme Royale Monastiraki","Sunday 6 AM - 6 PM\
Monday 6 AM - 6 PM\
Tuesday 6 AM - 6 PM\
Wednesday 6 AM - 6 PM\
Thursday 6 AM - 6 PM\
Friday 6 AM - 6 PM\
Saturday 6 AM - 6 PM\
","http://www.cremeroyale.gr/","21 0321 1370","","Creme Royale Monastiraki","Cafe","37.979050631991","23.726590175458"
"Chocolat,Cafe Θησείο","","","21 0346 9077","","Chocolat,Cafe Θησείο","Cafe","37.974120429274","23.720362001617"
"Cin3ma Cafe-Bar","","","","","Cin3ma Cafe-Bar","Cafe","37.967488560824","23.749879853158"
"La Minute Cafe Leoforo Aleksandras 76","","","21 0645 2913","","La Minute Cafe Leoforo Aleksandras 76","Cafe","37.98977","23.74214"
"Resto Cafe 2","","","21 0777 7893","","Resto Cafe 2","Cafe","37.97865","23.76258"
"Tekafe Bistro","Sunday 9 AM - 12 PM\
Monday 9 AM - 12 PM\
Tuesday 9 AM - 12 PM\
Wednesday 9 AM - 12 PM\
Thursday 9 AM - 12 PM\
Friday 9 AM - 12 PM\
Saturday 9 AM - 12 PM\
","","21 0342 5155","","Tekafe Bistro","Cafe","37.968152300772","23.70881133996"
"Amalour","","http://www.amalour.com/","21 0933 7710","info@amalour.com","Amalour","Cafe","37.9508683625","23.7107773375"
"Soho Bar Athens","","http://sohobar.gr/","21 0342 2663","info@sohobar.gr","Soho Bar Athens","Cafe","37.978963567341","23.710794887022"
"Ombra","","","21 0671 1320","","Ombra","Cafe","38.00386175","23.775198631"
"Mikel Coffee Tei Athinas","","","","","Mikel Coffee Tei Athinas","Cafe","38.004072609","23.678114239"
"Εντεκα Καφε","","","","","Εντεκα Καφε","Cafe","37.9750441","23.655829"
"Thea Dilaveri","","","21 0283 7273","","Thea Dilaveri","Cafe","38.054651646","23.750938817"
"News Cafe","","","","","News Cafe","Cafe","38.012442531091","23.728030289099"
"Square Cafe-Bar","","","21 0576 0061","","Square Cafe-Bar","Cafe","38.0121301","23.7042506"
"God's Restaurant","","http://godsrestaurant.gr/","","","God's Restaurant","Cafe","37.968122669","23.729364275"
"DUBAI STAR ","Tuesday 12 PM - 2 AM\
Wednesday 12 PM - 2 AM\
Thursday 12 PM - 2 AM\
Friday 12 PM - 2 AM\
Saturday 12 PM - 2 AM\
Sunday 12 PM - 2 AM\
Monday 12 PM - 2 AM\
","","21 1410 6346","dubaistar797@gmail.com","Λεωφόρος Δημοκρατίας 90, 13562 Athens, Greece","Cafe","38.028602690909","23.719212827273"
"Maggio Cafe - Coffee Shop - Athens, Greece - 12 Reviews - 1 Photo | Facebook","","","21 0325 3885","","Ktena 3, 10562 Athens, Greece","Cafe","37.97653","23.72995"
"Sahara Cafe Nargile - Hookah Lounge - Athens, Greece - 47 Reviews - 759 Photos | Facebook","","https://www.instagram.com/saharacafe572108/","21 0959 0091","saharacafe57@gmail.com","ΠΕΡΙΚΛΕΟΥΣ 57 Καλλιθέα, 17673 Athens, Greece","Cafe","37.951895865668","23.696388400482"
"Nils Potable Art ","Tuesday 9 AM - 2 AM\
Wednesday 9 AM - 2 AM\
Thursday 9 AM - 2 AM\
Friday 9 AM - 2 AM\
Saturday 9 AM - 2 AM\
Sunday 9 AM - 3 AM\
Monday 9 AM - 3 AM\
","","21 5501 4556","","Τιμοθέου 1-3, Παγκράτι, 11634 Athens, Greece","Cafe","37.96869","23.75062"
"Pizza House ","Tuesday 6 PM - 12 AM\
Wednesday 6 PM - 12 AM\
Thursday 6 PM - 12 AM\
Friday 6 PM - 12 AM\
Saturday 6 PM - 12 AM\
Sunday 6 PM - 12 AM\
Monday 6 PM - 12 AM\
","","21 0993 6720","","Alexandrou Panagouli 56 & Vyzantiou, Ilioupoli, 16343 Athens, Greece","Cafe","37.937225455443","23.761246127319"
"Velis cafe ","","","","","Αχιλλέως 24, 17562 Athens, Greece","Cafe",\N,\N
"Antika cafebar ","Tuesday 10 AM - 3 AM\
Wednesday 10 AM - 3 AM\
Thursday 10 AM - 3 AM\
Friday 10 AM - 3 AM\
Saturday 10 AM - 3 AM\
Sunday 10 AM - 3 AM\
Monday 10 AM - 3 AM\
","","21 0992 1123","","ΣΟΦ.ΒΕΝΙΖΕΛΟΥ 59 ΗΛΙΟΥΠΟΛΗ, 16346 Athens, Greece","Cafe","37.930063214257","23.750627683369"
"Erudio Cafe-Bar ","","","","","Άγ. Ιωάννου 102, Αγια Παρασκευή, 15343 Athens, Greece","Cafe","38.0036716","23.8301088"
"Fashion Kafe ","","","697 223 2297","","Anapafseos 5, 17341 Athens, Greece","Cafe","37.940781922328","23.730766002644"
"LEGIO ","Tuesday 7:30 AM - 11 PM\
Wednesday 7:30 AM - 11 PM\
Thursday 7:30 AM - 11 PM\
Friday 7:30 AM - 11 PM\
Saturday 7:30 AM - 11 PM\
Sunday 7:30 AM - 11 PM\
Monday 7:30 AM - 11 PM\
","","","","Πάρνηθος 54, 113 64 Athens, Greece","Cafe","38.007435314","23.745576806"
"Γαία Καφεποτείον ","Tuesday 5 PM - 2 AM\
Wednesday 5 PM - 2 AM\
Thursday 5 PM - 2 AM\
Friday 5 PM - 2 AM\
Saturday 5 PM - 2 AM\
Sunday 1 PM - 2 AM\
Monday 1 PM - 2 AM\
","","21 3025 8541","","20 Stratarchou Papagou Alexandrou, 173 43 Agios Dimitrios, Greece, 17343 Athens, Greece","Cafe","37.94335","23.73837"
"Everest Ζωγράφου ","","http://www.everest.com.gr/","21 1405 5800","","Λεωφόρος Παπάγου 89, 157 73 Athens, Greece","Cafe","37.977779611066","23.770275952536"
"LeCafe ","","","21 0202 0303","black-skorpion87@hotmail.com","Πατησιων 337, 11144 Athens, Greece","Cafe","38.019990020715","23.735501763929"
"Heraklio Darts Club ","Tuesday 8 AM - 1 AM\
Wednesday 8 AM - 1 AM\
Thursday 8 AM - 1 AM\
Friday 8 AM - 1 AM\
Saturday 8 AM - 1 AM\
Sunday 8 AM - 1 AM\
Monday 8 AM - 1 AM\
","","21 0279 2270","","Konstantinou Oraiopoulou 10, 14121 Athens, Greece","Cafe","38.045577725031","23.764913818954"
"Coffee house Food & Drink - Restaurant - Athens, Greece - 24 Reviews - 97 Photos | Facebook","","","21 0923 6384","","Ζίννη Αναστασίου 21, 11741 Athens, Greece","Cafe","37.9651184","23.7220234"
"Πανδοχείο Του Δρακοφοινικα ","Tuesday 12 PM - 2 AM\
Wednesday 12 PM - 2 AM\
Thursday 12 PM - 2 AM\
Friday 12 PM - 2 AM\
Saturday 12 PM - 2 AM\
Sunday 12 PM - 5 AM\
Monday 12 PM - 5 AM\
","http://www.dragonmeeple.com/","21 0901 9944","dragon_phoenix_inn@yahoo.gr","Ηλια Ηλιου 55, 11743 Athens, Greece","Cafe","37.9604799","23.73199"
"Just Coffee ","Tuesday 6 AM - 11 PM\
Wednesday 6 AM - 11 PM\
Thursday 6 AM - 11 PM\
Friday 6 AM - 11 PM\
Saturday 6 AM - 11 PM\
Sunday 6 AM - 11 PM\
Monday 6:30 AM - 11 PM\
","","21 5555 0740","","ΔΥΡΡΑΧΙΟΥ 67, 10443 Athens, Greece","Cafe","38.00627","23.71655"
"Mucca Psychiko ","","","21 0677 3693","","KIFISSIAS 242 NEO PSICHICO, 15451 Athens, Greece","Cafe","38.005073582449","23.776007294655"
"Le Petit Quartier - Bakery - Athens, Greece | Facebook - 28 Reviews - 27 Photos","Tuesday 6:30 AM - 10 PM\
Wednesday 6:30 AM - 10 PM\
Thursday 6:30 AM - 10 PM\
Friday 6:30 AM - 10 PM\
Saturday 6:30 AM - 10 PM\
Sunday 6:30 AM - 10 PM\
Monday 6:30 AM - 10 PM\
","","21 0948 0954","","Zisimopoulou 89, 17564 Athens, Greece","Cafe","37.933586025657","23.699190937776"
"Marcello Greece ","Tuesday 7 AM - 8 PM\
Wednesday 7 AM - 8 PM\
Thursday 7 AM - 8 PM\
Friday 7 AM - 8 PM\
Saturday 7 AM - 8 PM\
Sunday 7 AM - 8 PM\
Monday 7 AM - 8 PM\
","http://www.pitstoppark.com/","21 0639 3823","","Δουκίσης Πλακεντίας 68, Χαλάνδρι, 15234 Athens, Greece","Cafe","38.020390364309","23.814218044281"
"Cafe23.str - Athens, Greece | Facebook","Tuesday 6:30 AM - 7 PM\
Wednesday 6:30 AM - 7 PM\
Thursday 6:30 AM - 7 PM\
Friday 6:30 AM - 7 PM\
Saturday 6:30 AM - 7 PM\
Sunday 6:30 AM - 7 PM\
Monday 6:30 AM - 5 PM\
","","21 1214 3591","","ΣΤΟΥΡΝΑΡΗ 23 εναντι \"ΠΛΑΙΣΙΟΥ\", 10682 Athens, Greece","Cafe","37.98696","23.73308"
"Φειδίου 2 - Athens, Greece | Facebook","Tuesday 8 AM - 2:30 AM\
Wednesday 8 AM - 2:30 AM\
Thursday 8 AM - 2:30 AM\
Friday 8 AM - 2:30 AM\
Saturday 8 AM - 2:30 AM\
Sunday 8 AM - 2:30 AM\
Monday 8 AM - 2:30 AM\
","","21 0330 0060","","Φειδίου 2, 10678 Athens, Greece","Cafe","37.98264","23.73233"
"Mk coffee ","","","21 0261 1460","","ΗΡΩΩΝ ΠΟΛΥΤΕΧΝΕΙΟΥ 5, 13561 Athens, Greece","Cafe","38.02657","23.71766"
"Amadeus Cafe ","","","","","πλατεία γενοκτονίας, 19300 Athens, Greece","Cafe","38.078745723509","23.568228816523"
"Verdi Cafe Bar ","","","21 0992 9526","","Vironos 3, Ilioupoli, 16342 Athens, Greece","Cafe","37.93208","23.75744"
"Τριγωνο Καφεποτειο - Cafeteria - Athens, Greece - 34 Reviews - 12 Photos | Facebook","Tuesday 9 AM - 5 PM\
Wednesday 9 AM - 5 PM\
Thursday 9 AM - 5 PM\
Friday 9 AM - 5 PM\
Saturday CLOSED\
Sunday 9 AM - 5 PM\
Monday 9 AM - 5 PM\
","","21 0724 3085","","Αρχελαου 23 και Αμυντα 15, 11635 Athens, Greece","Cafe","37.971952927196","23.745744937132"
"Θεϊκό - Theiko ","Tuesday 7 AM - 11:59 PM\
Wednesday 7 AM - 11:59 PM\
Thursday 7 AM - 11:59 PM\
Friday 7 AM - 11:59 PM\
Saturday 7 AM - 11:59 PM\
Sunday 7 AM - 11:59 PM\
Monday 7 AM - 11:59 PM\
","http://www.theiko.gr/","21 0323 1214","","Κολοκοτρώνη Αγίου Μάρκου 1, 105 60 Athens, Greece","Cafe","37.977771009328","23.729267120361"
"2001 Sports Cafe ","Tuesday 7 AM - 12 AM\
Wednesday 7 AM - 12 AM\
Thursday 7 AM - 12 AM\
Friday 7 AM - 12 AM\
Saturday 7 AM - 12 AM\
Sunday 7 AM - 12 AM\
Monday 7 AM - 12 AM\
","","21 0867 0003","","Φωκίωνος Νέγρη 17, 11257 Athens, Greece","Cafe","38.0008000351","23.735216259956"
"Αληθεια CAFE. ","Tuesday 8 AM - 2 AM\
Wednesday 8 AM - 2 AM\
Thursday 8 AM - 2 AM\
Friday 8 AM - 2 AM\
Saturday 8 AM - 2 AM\
Sunday 8 AM - 2 AM\
Monday 8 AM - 2 AM\
","","697 309 0838","","ροδου 75, 10445 Athens, Greece","Cafe","38.00393","23.72364"
"Cafe World ","Tuesday 7 AM - 5:30 PM\
Wednesday 7 AM - 5:30 PM\
Thursday 7 AM - 5:30 PM\
Friday 7 AM - 5:30 PM\
Saturday 7 AM - 5:30 PM\
Sunday 7 AM - 5:30 PM\
Monday CLOSED\
","","21 0921 0280","","Syggrou 26, 11742 Athens, Greece","Cafe","37.96724","23.72982"
"SpaceBy Avli - Coffee Shop - Athens, Greece - 685 Reviews - 25 Photos | Facebook","","","21 0347 0900","","Ηρακλειδών 14, Θησείο, 11851 Athens, Greece","Cafe","37.97512","23.71877"
"Ποτό Bar ","","","21 1012 0983","","Ippodamou 24 Plateia Plastira, 11635 Athens, Greece","Cafe","37.9683966","23.7440706"
"Cafe the Routes ","Tuesday 9 AM - 12 AM\
Wednesday 9 AM - 12 AM\
Thursday 9 AM - 12 AM\
Friday 9 AM - 12 AM\
Saturday 9 AM - 12 AM\
Sunday 9 AM - 12 AM\
Monday 9 AM - 12 AM\
","","21 0924 5989","tasosmrt76@gmail.com","Πλατεία Κουντουριώτου 7, 11741 Athens, Greece","Cafe","37.962129","23.7187187"
"Cafe Dell Arte Γκαζι ","","","21 0346 2582","cafedelartegazi@gmail.com","Ευμολπιδών 28β, 11854 Athens, Greece","Cafe","37.979915707313","23.71171406139"
"Καφενείο των Φιλάθλων - 1,108 Photos - 15 Reviews - Cafeteria - Γεωργίου Ζωγράφου, 50, 15772 Athens, Greece","","","21 0779 6300","","Γεωργίου Ζωγράφου, 50, 15772 Athens, Greece","Cafe","37.974635877239","23.773307342135"
"RAMPA ","Tuesday 10 AM - 2 AM\
Wednesday 10 AM - 2 AM\
Thursday 10 AM - 2 AM\
Friday 10 AM - 2 AM\
Saturday 10 AM - 2 AM\
Sunday 10 AM - 2 AM\
Monday 10 AM - 2 AM\
","","21 0671 1677","","","Cafe",\N,\N
"Τσίμα Τσίμα ","Tuesday 7 AM - 1 AM\
Wednesday 7 AM - 1 AM\
Thursday 7 AM - 1 AM\
Friday 7 AM - 1 AM\
Saturday 7 AM - 1 AM\
Sunday 7 AM - 2 AM\
Monday 8 AM - 2 AM\
","","21 0681 5233","","Αγίας Παρασκευής 100 & Δαναϊάδων - Χαλάνδρι, 15232 Athens, Greece","Cafe","38.01864","23.80769"
"PICK N ROLL ","Tuesday 7 AM - 8 PM\
Wednesday 7 AM - 8 PM\
Thursday 7 AM - 8 PM\
Friday 7 AM - 8 PM\
Saturday 7 AM - 8 PM\
Sunday 7 AM - 8 PM\
Monday 8 AM - 4 PM\
","","21 0300 9500","","ΚΑΣΤΑΜΟΝΗΣ 32-34 & ΟΜΟΡΦΟΚΚΛΗΣΙΑΣ, 14234 Athens, Greece","Cafe","38.04054","23.76629"
"Foka+Negra Cafe-Bistrot ","Tuesday 9 AM - 2 AM\
Wednesday 9 AM - 2 AM\
Thursday 9 AM - 2 AM\
Friday 9 AM - 2 AM\
Saturday 9 AM - 2 AM\
Sunday 9 AM - 3 AM\
Monday 9 AM - 3 AM\
","","21 0821 0038","","Φωκίωνος Νέγρη 32, 11361 Athens, Greece","Cafe","38.000895325582","23.736770732558"
"Befresh - Coffee Shop - Athens, Greece | Facebook - 28 Reviews - 143 Photos","Tuesday 7 AM - 6 PM\
Wednesday 7 AM - 6 PM\
Thursday 7 AM - 6 PM\
Friday 7 AM - 6 PM\
Saturday 7 AM - 6 PM\
Sunday 7 AM - 6 PM\
Monday 7 AM - 3 PM\
","http://www.befresh.gr/","","","","Cafe",\N,\N
"Καφενειο ''οδος χιου'' ","","","21 0581 9551","","Χιου 28, 12461 Athens, Greece","Cafe","38.001902261615","23.663134094501"
"Verde Cafe","","","","","Verde Cafe","Cafe","37.99354883484","23.792742989494"
"Zermatt Cafe ","","","21 0642 7019","","Κ.Τσαλδάρη 26, 11476 Athens, Greece","Cafe","37.996762845118","23.749918625195"
"Stathmos Cafe-bar","","","21 0621 9741","","Stathmos Cafe-bar","Cafe","38.14081504894","23.859766713662"
"Everest - Αγ. Ι. Ρεντη ","","","21 0481 2868","","Athens, Greece","Cafe","37.961730556039","23.67459833622"
"K espresso yourself. ","Tuesday 6 AM - 7 PM\
Wednesday 6 AM - 7 PM\
Thursday 6 AM - 7 PM\
Friday 6 AM - 7 PM\
Saturday 6 AM - 7 PM\
Sunday 6 AM - 7 PM\
Monday 6 AM - 3 PM\
","","21 0994 5492","","Κύπρου 11, 17456 Athens, Greece","Cafe","37.9245167","23.739104"
"Brezel - Athens, Greece | Facebook","","http://www.brezel-gr.eu/","21 3035 2151","contactbrezel@brezel-gr.eu","Miaouli 25, 10554 Athens, Greece","Cafe","37.97815","23.725"
"Κόκκινη κλωστή ","Tuesday 9 AM - 4 AM\
Wednesday 9 AM - 4 AM\
Thursday 9 AM - 4 AM\
Friday 9 AM - 4 AM\
Saturday 9 AM - 4 AM\
Sunday 9 AM - 4 AM\
Monday 5 PM - 4 AM\
","","698 648 8561","","Παπαδιαμαντοπούλου 10, 11528 Athens, Greece","Cafe","37.97822","23.75346"
"Denis Cafe","","","21 0515 2590","","Denis Cafe","Cafe","38.004555121429","23.714207135714"
"ΚΑΦΕ ΛΟΥΞ - Athens, Greece | Facebook","","","21 0777 4616","","Γρηγορίου Αυξεντίου 13, 15771 Athens, Greece","Cafe","37.976834887974","23.759952371503"
"JAZZ POINT ","","","21 0980 3398","","ΑΚΑΔΗΜΙΑΣ 18  ΑΘΗΝΑ, 10671 Athens, Greece","Cafe","37.97803","23.73741"
"Zu cafe bar ","Tuesday 8 AM - 2 AM\
Wednesday 8 AM - 2 AM\
Thursday 8 AM - 2 AM\
Friday 8 AM - 2 AM\
Saturday 8 AM - 2 AM\
Sunday 8 AM - 2 AM\
Monday 8 AM - 2 AM\
","","21 1410 1900","zu.cafebar@gmail.com","Grigoriou Afxentiou 57, Ilisia, 15771 Athens, Greece","Cafe","37.975483355119","23.764050006866"
"Moysiko Kafeneio ","","","21 0902 2361","","malea 2, 11744 Athens, Greece","Cafe","37.9538","23.72701"
"The Franklin Coffee Industry","","","","","The Franklin Coffee Industry","Cafe","37.946602462222","23.714516460722"
"Mikel Cantina Κεραμεικός, Κωνσταντινουπόλεως 69 ","Tuesday 5 AM - 10 PM\
Wednesday 5 AM - 10 PM\
Thursday 5 AM - 10 PM\
Friday 5 AM - 10 PM\
Saturday 5 AM - 10 PM\
Sunday 5 AM - 10 PM\
Monday 6 AM - 10 PM\
","http://www.mikelcc.gr/","21 0346 4841","","Κωνσταντινουπόλεως 69, 11855 Athens, Greece","Cafe","37.97922","23.70968"
"Caffé Grande ","","","21 1404 2885","","Κύπρου 135, 16451 Athens, Greece","Cafe","38.0076465","23.9126045"
"Saltimbancos Boutique Cafe Bar Kolonaki ","","","21 0364 7660","","Skoufa 47, 10672 Athens, Greece","Cafe","37.980173067529","23.738180956403"
"Piu Verde ΑΛΣΟΣ ΠΑΠΑΓΟΥ","","","","","Piu Verde ΑΛΣΟΣ ΠΑΠΑΓΟΥ","Cafe","37.993490551709","23.792720482484"
"360 Degrees","","","","","360 Degrees","Cafe","37.976402261","23.725589031"
"Η Στάνη - Stani ","Tuesday 6:30 AM - 10:45 PM\
Wednesday 6:30 AM - 10:45 PM\
Thursday 6:30 AM - 10:45 PM\
Friday 6:30 AM - 10:45 PM\
Saturday 6:30 AM - 10:45 PM\
Sunday 6:30 AM - 10:45 PM\
Monday 6:30 AM - 10:45 PM\
","http://www.stani1931.com/","21 0523 3637","stani@stani1931.gr","M. Kotopouli, 10, 10432 Athens, Greece","Cafe","37.98541","23.72798"
"Piccolo - καφετέρια ","Tuesday 8 AM - 12:40 AM\
Wednesday 8 AM - 12:40 AM\
Thursday 8 AM - 12:40 AM\
Friday 8 AM - 12:40 AM\
Saturday 8 AM - 12:40 AM\
Sunday 8 AM - 12:40 AM\
Monday 8 AM - 12:40 AM\
","","21 0864 9503","","ΑΧΑΡΝΩΝ 171, 10 446 Athens, Greece","Cafe","38.0015126","23.7275924"
"Καφε μεζεδοπολειο \"ο Σταθμος\"\" ","Tuesday 7 AM - 1 AM\
Wednesday 7 AM - 1 AM\
Thursday 7 AM - 1 AM\
Friday 7:05 AM - 1 AM\
Saturday 7 AM - 1 AM\
Sunday 7 AM - 1 AM\
Monday 5 AM - 6 AM, 7 AM - 1 AM\
","","698 087 3114","","Thessalonikis 170, Kato Petralona, 11853 Athens, Greece","Cafe","37.96827454375","23.70877730625"
"Απόψεις Καφε-Σνακ ","Tuesday 6 AM - 5 PM\
Wednesday 6 AM - 5 PM\
Thursday 6 AM - 5 PM\
Friday 6 AM - 5 PM\
Saturday 6 AM - 5 PM\
Sunday 6 AM - 5 PM\
Monday 7 AM - 2 PM\
","","21 0285 2215","zavolakis@yahoo.gr","Χλόης 96, 14452 Athens, Greece","Cafe","38.0695724","23.7662404"
"Colazione","","","","","Colazione","Cafe","37.911695645807","23.71239780592"
"Sonata Cafe ","Tuesday 8 AM - 3 PM\
Wednesday 8 AM - 3 PM\
Thursday 8 AM - 3 PM\
Friday 8 AM - 3 PM\
Saturday 8 AM - 3 PM\
Sunday 8 AM - 3 PM\
Monday 8 AM - 3 PM\
","","21 0514 8169","","Kreontos 164, 10431 Athens, Greece","Cafe","38.00569","23.71664"
"Αρτοποιείο-Ζαχαροπλαστείο Μυλωνάς στην Ηλιούπολη ","","http://www.fournosmilonas.gr/","21 0994 2000","","Λεωφόρος Βενιζέλου Σοφοκλή 106, 16342 Athens, Greece","Cafe","37.9322794","23.7574426"
"Entice Cafe","","","21 0883 0244","","Entice Cafe","Cafe","37.99635","23.72638"
"Christof Cafe","","http://google.com/","21 0531 6198","","Christof Cafe","Cafe","37.99268790573","23.680440858006"
"Gaz à l’eau - Athens, Greece | Facebook","","http://www.technopolis-athens.com/","21 0347 0981","","Πειραιώς 100, 11854 Athens, Greece","Cafe","37.977690376686","23.71327225865"
"Mojito Bay ","Tuesday 9 AM - 9 PM\
Wednesday 9 AM - 9 PM\
Thursday 9 AM - 9 PM\
Friday 9 AM - 9 PM\
Saturday 9 AM - 9 PM\
Sunday 9 AM - 9 PM\
Monday 9 AM - 9 PM\
","http://www.stathokostopoulosgroup.gr/index.php?option=com_content&task=view&id=65&Itemid=103","","","NA 33,5\\u03C7\\u03BB\\u03BC. \\u0391\\u03B8\\u03B7\\u03BD\\u03CE\\u03BD \\u2013 \\u03A3\\u03BF\\u03C5\\u03BD\\u03AF\\u03BF\\u03C5, 19400 Athens, Greece","Cafe","37.81883911","23.835403005691"
"Παραμύθι Coffee Bar ","Tuesday 9 AM - 12 AM\
Wednesday 9 AM - 12 AM\
Thursday 9 AM - 12 AM\
Friday 9 AM - 12 AM\
Saturday 9 AM - 12 AM\
Sunday 9 AM - 12 AM\
Monday 9 AM - 12 AM\
","","21 0646 2340","","ΜΑΥΡΟΜΙΧΑΛΗ 182, 11472 Athens, Greece","Cafe","37.988636702336","23.745835979398"
"Omertà All day cafe bar food ","","","21 0990 1628","","Ηρώων Πολυτεχνείου 12 ηλιουπολη, 16341 Athens, Greece","Cafe","37.92945","23.75572"
"Royal Shisha","","","21 0745 5645","","Royal Shisha","Cafe","37.976715151","23.774175202"
"~un minuto~ ","","","21 0283 8040","","Πλαπούτα 20, 14122 Athens, Greece","Cafe","38.059071","23.776536"
"Modesto CAFE ","Tuesday 6 AM - 6 PM\
Wednesday 6 AM - 6 PM\
Thursday 6 AM - 6 PM\
Friday 6 AM - 6 PM\
Saturday 6 AM - 6 PM\
Sunday 6 AM - 6 PM\
Monday 6 AM - 6 PM\
","","21 0514 8668","","Τριπολεως 12, 10444 Athens, Greece","Cafe","37.994580996222","23.713276790505"
"Oxygen Cafe - 1,591 Photos - Cafeteria - Plateia Kanari  1, 113 61 Athens, Greece","Tuesday 7 AM - 3 AM\
Wednesday 7 AM - 3 AM\
Thursday 7 AM - 3 AM\
Friday 7 AM - 3 AM\
Saturday 7 AM - 3 AM\
Sunday 7 AM - 3 AM\
Monday 7 AM - 3 AM\
","https://oxygen-all-day-cafe.business.site/","21 0862 8464","adahatzispirou@yahoo.gr","Plateia Kanari  1, 113 61 Athens, Greece","Cafe","38.00297589815","23.74233058148"
"ABSENTE ","","http://www.apsenticafe.gr/","21 0341 2500","info@apsenticafe.gr","Ηρακλειδών 19,Θησείο, 118 51 Athens, Greece","Cafe","37.97565","23.71732"
"LAW N ORDER - Cafe - Athens, Greece | Facebook - 59 Reviews - 227 Photos","Tuesday 8 AM - 7 PM\
Wednesday 8 AM - 7 PM\
Thursday 8 AM - 7 PM\
Friday 8 AM - 7 PM\
Saturday 8 AM - 7 PM\
Sunday 8 AM - 7 PM\
Monday CLOSED\
","","21 5551 3125","mariosmats@gmail.com","Λουκαρεως Κυριλλου 35, 11475 Athens, Greece","Cafe","37.99036","23.75222"
"CIS - Coffee Shop - Athens, Greece | Facebook - 86 Reviews - 41 Photos","","","21 0325 2855","","Vasilissis Amalias Avenue 2-4, 105 57 Athens, Greece","Cafe","37.974662205767","23.735365290216"
"Mr. Coffeat ","Tuesday 7:30 AM - 11:30 PM\
Wednesday 7:30 AM - 11:30 PM\
Thursday 7:30 AM - 11:30 PM\
Friday 7:30 AM - 11:30 PM\
Saturday 7:30 AM - 11:30 PM\
Sunday 7:30 AM - 11:30 PM\
Monday 8 AM - 11:30 PM\
","","21 0991 0687","","Σουλίου 40, Άγιος Δημήτριος, 17342 Athens, Greece","Cafe","37.9316394","23.7406254"
"Σύνταγμα-Public Cafe","","http://www.public.gr/public-cafe","","","Σύνταγμα-Public Cafe","Cafe","37.976054951605","23.734028413791"
"Ever Best Lunch Cafe ","Tuesday 5 AM - 9 PM\
Wednesday 5 AM - 9 PM\
Thursday 5 AM - 9 PM\
Friday 5 AM - 9 PM\
Saturday 5 AM - 9 PM\
Sunday 5 AM - 9 PM\
Monday 5 AM - 5 PM\
","","21 0973 6688","","Λεωφόρος Αγίου Δημητρίου 167,Γράμμου 34, 17123 Athens, Greece","Cafe","37.97908","23.72519"
"Yiamiyiami ","Tuesday 7:30 AM - 5 PM\
Wednesday 7:30 AM - 5 PM\
Thursday 7:30 AM - 5 PM\
Friday 7:30 AM - 5 PM\
Saturday 7:30 AM - 5 PM\
Sunday 7:30 AM - 5 PM\
Monday 8 AM - 3 PM\
","","21 0621 8712","chrispetse@gmail.com","Ηρώων Πολυτεχνείου 23, Άγιος Στέφανος, 14565 Athens, Greece","Cafe","38.139556455541","23.858211636543"
"I-coffee ","Tuesday 6 AM - 6 PM\
Wednesday 6 AM - 6 PM\
Thursday 6 AM - 6 PM\
Friday 6 AM - 6 PM\
Saturday 6 AM - 6 PM\
Sunday 6 AM - 6 PM\
Monday 7:30 AM - 1:30 PM\
","","21 7702 8193","","ΔΩΔΕΚΑΝΗΣΟΥ 17 ΑΛΙΜΟΣ, 17456 Athens, Greece","Cafe","37.926694060239","23.742464419967"
"Borsalino Bar","","","21 0323 2222","","Borsalino Bar","Cafe","37.97773","23.72856"
"ArtCafe ","Tuesday 7:30 AM - 8 PM\
Wednesday 7:30 AM - 8 PM\
Thursday 7:30 AM - 8 PM\
Friday 7:30 AM - 8 PM\
Saturday 7:30 AM - 8 PM\
Sunday 7:30 AM - 8 PM\
Monday 9 AM - 3 PM\
","","21 0646 5345","","Λεωφόρος Αλεξάνδρας 146Α, 11471 Athens, Greece","Cafe","37.988301391361","23.751556951905"
"Irene Chocolatier Patissier ","","","21 0813 7286","","Leoforos Marathonos 5, Drosia, 14572 Athens, Greece","Cafe","38.120665385661","23.858196948229"
"Focaccino Suntagma","","http://www.focaccino.gr/","21 0322 3073","","Focaccino Suntagma","Cafe","37.974708977492","23.735411789004"
"Argila Caffe","","","698 070 6622","","Argila Caffe","Cafe","38.007762879877","23.660878980628"
"Smile Cafe Bar ","","https://twitter.com/SmileTatto","21 3005 1146","peri69sx@yahoo.gr","","Cafe",\N,\N
"Cafe Dimitra ","","","21 0831 7225","","κουρτιδου 24 κατω πατησια, 10441 Athens, Greece","Cafe","37.98845","23.71168"
"Cult Cafe Bar - Athens, Greece | Facebook","","","21 0804 1233","aggelopdim@yahoo.gr","Θέτιδος 1, Βριλήσσια, 15235 Athens, Greece","Cafe","38.037559537819","23.826599083329"
