name_gr,name_en,categories,address,phone,url
"Περδικιώτικα","Περδικιώτικα","€€ - €€€ Μεσογειακή ","Αφαίας 38 Αίγινα (Χώρα) 18010,  Ελλάδα ","+30 2297 027171","https://www.tripadvisor.com.gr/Restaurant_Review-g1189162-d12289652-Reviews-Perdikiotika-Aegina_Town_Aegina_Saronic_Gulf_Islands_Attica.html"
"Aeginitissa Beach Bar","Aeginitissa Beach Bar","Ελληνική ","Παραλιακη Οδο Αιγινας-Περδικας Παραλια Αιγινητισσας Ελλάδα ","+30 694 465 1699","https://www.tripadvisor.com.gr/Restaurant_Review-g189492-d3908129-Reviews-Aeginitissa_Beach_Bar-Aegina_Saronic_Gulf_Islands_Attica.html"
"Sugar Coffee - Snacks - Cocktails","Sugar Coffee - Snacks - Cocktails","","Κεντρικός Δρόμος Αγία Μαρίνα 180 10,  Ελλάδα ","+30 693 254 2661","https://www.tripadvisor.com.gr/Restaurant_Review-g1069027-d11717737-Reviews-Sugar_Coffee_Snacks_Cocktails-Agia_Marina_Aegina_Saronic_Gulf_Islands_Attica.html"
"Diogenis","Diogenis","","Αγία Μαρίνα,  Ελλάδα ","+30 2297 032257","https://www.tripadvisor.com.gr/Restaurant_Review-g1069027-d3709472-Reviews-Diogenis-Agia_Marina_Aegina_Saronic_Gulf_Islands_Attica.html"
"To Fagopoti","To Fagopoti","","Afeas & Kapodistriou Ελλάδα ","+30 2297 028335","https://www.tripadvisor.com.gr/Restaurant_Review-g189492-d3709280-Reviews-To_Fagopoti-Aegina_Saronic_Gulf_Islands_Attica.html"
"Nisos Cafe Bar","Nisos Cafe Bar","€€ - €€€ ","18010,  Ελλάδα ","+30 2297 500210","https://www.tripadvisor.com.gr/Restaurant_Review-g189492-d12495667-Reviews-Nisos_Cafe_Bar-Aegina_Saronic_Gulf_Islands_Attica.html"
"VENUS PIZZA Port","VENUS PIZZA Port","€€ - €€€ Ιταλική Πίτσα Μεσογειακή ","Λεωφ. Δημοκρατίας 28 Αίγινα (Χώρα) 18010,  Ελλάδα ","+30 2297 022202","https://www.tripadvisor.com.gr/Restaurant_Review-g1189162-d17396134-Reviews-VENUS_PIZZA_Port-Aegina_Town_Aegina_Saronic_Gulf_Islands_Attica.html"
"Taverna Delfini","Taverna Delfini","€€ - €€€ Ελληνική ","Καζαντζάκι Νίκου Πλακάκια Αίγινα (Χώρα) 180 10,  Ελλάδα ","+30 2297 027127","https://www.tripadvisor.com.gr/Restaurant_Review-g1189162-d3462805-Reviews-Taverna_Delfini-Aegina_Town_Aegina_Saronic_Gulf_Islands_Attica.html"
"Ταβέρνα Σοφία","Ταβέρνα Σοφία","€€ - €€€ Μεσογειακή ","Οδ. Σοφίας Πόρτες 18010,  Ελλάδα ","+30 2297 031387","https://www.tripadvisor.com.gr/Restaurant_Review-g12202571-d15834570-Reviews-Taverna_Sofia-Portes_Aegina_Saronic_Gulf_Islands_Attica.html"
"Tabερνα Φλοίσβος","Tabερνα Φλοίσβος","€€ - €€€ Θαλασσινά Μεσογειακή Ελληνική ","Καζαντζάκη 8 Αίγινα (Χώρα) 180 10,  Ελλάδα ","+30 2297 026459","https://www.tripadvisor.com.gr/Restaurant_Review-g1189162-d5021921-Reviews-Taverna_Floisvos-Aegina_Town_Aegina_Saronic_Gulf_Islands_Attica.html"
"Mple","Mple","€€ - €€€ Ιταλική Μεσογειακή ","Λιμάνι Σουβάλας Σουβάλα 180 10,  Ελλάδα ","+30 2297 052409","https://www.tripadvisor.com.gr/Restaurant_Review-g2640755-d14088362-Reviews-Mple-Souvala_Aegina_Saronic_Gulf_Islands_Attica.html"
"ΧΟΝΤΡΟΥΛΗΣ","ΧΟΝΤΡΟΥΛΗΣ","€€ - €€€ ","ΠΑΡΑΛΙΑ ΣΟΥΒΑΛΑΣ Soulava Ελλάδα ","+30 2297 029910","https://www.tripadvisor.com.gr/Restaurant_Review-g189492-d10250596-Reviews-HOTdroulis-Aegina_Saronic_Gulf_Islands_Attica.html"
"Santa Marina Plaza","Santa Marina Plaza","","Aghia Marina 73014,  Ελλάδα ","+30 2821 036860","https://www.tripadvisor.com.gr/Restaurant_Review-g189492-d739491-Reviews-Santa_Marina_Plaza-Aegina_Saronic_Gulf_Islands_Attica.html"
"Καφενείον Όπως Παλιά","Καφενείον Όπως Παλιά","€ Ελληνική ","Μητροπόλεως 11 18010,  Ελλάδα ","+30 2297 025617","https://www.tripadvisor.com.gr/Restaurant_Review-g189492-d13006855-Reviews-Kafeneion_Opos_Palia-Aegina_Saronic_Gulf_Islands_Attica.html"
"BocampoBeach Bar","BocampoBeach Bar","Kαφέ ","Marathonas Beach 180 10,  Ελλάδα ","+30 693 135 6440","https://www.tripadvisor.com.gr/Restaurant_Review-g189492-d17821733-Reviews-BocampoBeach_Bar-Aegina_Saronic_Gulf_Islands_Attica.html"
"Cafebar Zil","Cafebar Zil","€ Kαφέ Ελληνική ","Λεωφ. Αφαίας 240 Αγία Μαρίνα 18010,  Ελλάδα ","+30 697 257 5744","https://www.tripadvisor.com.gr/Restaurant_Review-g1069027-d17659361-Reviews-Cafebar_Zil-Agia_Marina_Aegina_Saronic_Gulf_Islands_Attica.html"
"Famous Grouse","Famous Grouse","","Perdika Ελλάδα ","+30 2297 061422","https://www.tripadvisor.com.gr/Restaurant_Review-g189492-d3709002-Reviews-Famous_Grouse-Aegina_Saronic_Gulf_Islands_Attica.html"
"Belle Epoque","Belle Epoque","","Pileos 9 Ελλάδα ","+30 2297 026500","https://www.tripadvisor.com.gr/Restaurant_Review-g189492-d3709214-Reviews-Belle_Epoque-Aegina_Saronic_Gulf_Islands_Attica.html"
"Καβουρίνα","Καβουρίνα","","Eschylou Αίγινα (Χώρα) 18010,  Ελλάδα ","+30 2297 026479","https://www.tripadvisor.com.gr/Restaurant_Review-g1189162-d15027461-Reviews-Kavournina-Aegina_Town_Aegina_Saronic_Gulf_Islands_Attica.html"
"Αυλή","Αυλή","€€ - €€€ Μεσογειακή Ελληνική ","Π. Ηρειώτη 17 Αίγινα (Χώρα) 180 10,  Ελλάδα ","+30 2297 026438","https://www.tripadvisor.com.gr/Restaurant_Review-g1189162-d3793061-Reviews-Avli-Aegina_Town_Aegina_Saronic_Gulf_Islands_Attica.html"
"Aposporis Evaggelos","Aposporis Evaggelos","","L.N.Kazantzaki 4 Ελλάδα ","+30 2297 022527","https://www.tripadvisor.com.gr/Restaurant_Review-g189492-d3709247-Reviews-Aposporis_Evaggelos-Aegina_Saronic_Gulf_Islands_Attica.html"
"Τo Ταβερνάκι του Νικόλα","Τo Ταβερνάκι του Νικόλα","Μεσογειακή Ελληνική ","ΒΑΓΙΑΣ 283 ΑΓΙΟΙ ΣΟΥΒΑΛΑ Αίγινα (Χώρα) 180 10,  Ελλάδα ","+30 2297 053068","https://www.tripadvisor.com.gr/Restaurant_Review-g1189162-d3709476-Reviews-To_Tavernaki_Tou_Nikola-Aegina_Town_Aegina_Saronic_Gulf_Islands_Attica.html"
"Το Πέτρινο","Το Πέτρινο","Ελληνική ","Ανίτσαιο 180 10,  Ελλάδα ","+30 2297 032232","https://www.tripadvisor.com.gr/Restaurant_Review-g12741887-d12728960-Reviews-Petrino-Anitseo_Aegina_Saronic_Gulf_Islands_Attica.html"
"Tsitras Vasilis","Tsitras Vasilis","","I.Katsa & Sp.Rodi Ελλάδα ","+30 2297 026564","https://www.tripadvisor.com.gr/Restaurant_Review-g189492-d3709143-Reviews-Tsitras_Vasilis-Aegina_Saronic_Gulf_Islands_Attica.html"
"Ta Duo Adelfia","Ta Duo Adelfia","","Κοντός,  Ελλάδα ","+30 2297 053908","https://www.tripadvisor.com.gr/Restaurant_Review-g3695496-d3709074-Reviews-Ta_Duo_Adelfia-Kondos_Aegina_Saronic_Gulf_Islands_Attica.html"
"Aladdin","Aladdin","","Αφαίας 32 Ελλάδα ","+30 21 0985 0330","https://www.tripadvisor.com.gr/Restaurant_Review-g189492-d3673955-Reviews-Aladdin-Aegina_Saronic_Gulf_Islands_Attica.html"
"Akti","Akti","Θαλασσινά Ελληνική ","The Port Σουβάλα 18010,  Ελλάδα ","+30 2297 054104","https://www.tripadvisor.com.gr/Restaurant_Review-g2640755-d6833945-Reviews-Akti-Souvala_Aegina_Saronic_Gulf_Islands_Attica.html"
"Village","Village","","Πέρδικα,  Ελλάδα ","+30 2297 061522","https://www.tripadvisor.com.gr/Restaurant_Review-g1096217-d3709191-Reviews-Village-Perdika_Aegina_Saronic_Gulf_Islands_Attica.html"
"Μεσογειακόν","Μεσογειακόν","€€ - €€€ Ελληνική ","Άγ. Νεκτάριος Κοντός 18010,  Ελλάδα ","+30 2297 053908","https://www.tripadvisor.com.gr/Restaurant_Review-g8494609-d19114319-Reviews-Mesogiakon-Kontos_Aegina_Saronic_Gulf_Islands_Attica.html"
"Εστιατόριο Μορφονιός","Εστιατόριο Μορφονιός","€€ - €€€ Ελληνική ","Αγία Μαρίνα 18010,  Ελλάδα ","+30 2297 032312","https://www.tripadvisor.com.gr/Restaurant_Review-g1069027-d11678317-Reviews-Morfonios_Restaurant-Agia_Marina_Aegina_Saronic_Gulf_Islands_Attica.html"
"Economou Restaurant","Economou Restaurant","€€ - €€€ Ελληνική Θαλασσινά Μεσογειακή ","17 Leof. Dimokratias Αίγινα (Χώρα),  Ελλάδα ","+30 2297 025113","https://www.tripadvisor.com.gr/Restaurant_Review-g1189162-d5498951-Reviews-Economou_Restaurant-Aegina_Town_Aegina_Saronic_Gulf_Islands_Attica.html"
"O Faros","O Faros","€€ - €€€ Θαλασσινά Μεσογειακή Ελληνική ","Αγία Μαρίνα,  Ελλάδα ","+30 2297 032011","https://www.tripadvisor.com.gr/Restaurant_Review-g1069027-d3709457-Reviews-O_Faros-Agia_Marina_Aegina_Saronic_Gulf_Islands_Attica.html"
"To Stavrodromi","To Stavrodromi","","Πέρδικα 180 10,  Ελλάδα ","+30 2297 061179","https://www.tripadvisor.com.gr/Restaurant_Review-g1096217-d3709100-Reviews-To_Stavrodromi-Perdika_Aegina_Saronic_Gulf_Islands_Attica.html"
"Εστιατόριο \"Αύρα\"","Εστιατόριο \"Αύρα\"","€€ - €€€ Μεσογειακή Ελληνική Θαλασσινά ","Λεωφόρος Ν. Καζαντζάκη 2 Ελλάδα ","+30 2297 024493","https://www.tripadvisor.com.gr/Restaurant_Review-g189492-d3709342-Reviews-Avra_Restaurant-Aegina_Saronic_Gulf_Islands_Attica.html"
"Λεούσης","Λεούσης","","Λεωφόρος Δημοκρατίας Αίγινα (Χώρα) 18010,  Ελλάδα ","+30 2297 022639","https://www.tripadvisor.com.gr/Restaurant_Review-g1189162-d14065497-Reviews-Leousis-Aegina_Town_Aegina_Saronic_Gulf_Islands_Attica.html"
"Manos Club","Manos Club","","Αγία Μαρίνα,  Ελλάδα ","+30 2297 032361","https://www.tripadvisor.com.gr/Restaurant_Review-g1069027-d3709510-Reviews-Manos_Club-Agia_Marina_Aegina_Saronic_Gulf_Islands_Attica.html"
"Ocean Beach Bar","Ocean Beach Bar","","Αγία Μαρίνα 180 10,  Ελλάδα ","+30 2297 031377","https://www.tripadvisor.com.gr/Restaurant_Review-g1069027-d17688599-Reviews-Ocean_Beach_Bar-Agia_Marina_Aegina_Saronic_Gulf_Islands_Attica.html"
"Cafe Liotrivi","Cafe Liotrivi","","Perdika Ελλάδα ","+30 2297 061662","https://www.tripadvisor.com.gr/Restaurant_Review-g189492-d3709442-Reviews-Cafe_Liotrivi-Aegina_Saronic_Gulf_Islands_Attica.html"
"Σαρωνίς","Σαρωνίς","€€ - €€€ Ιταλική Ελληνική Μεσογειακή ","Πέρδικα 18010,  Ελλάδα ","+30 697 408 6251","https://www.tripadvisor.com.gr/Restaurant_Review-g1096217-d3709144-Reviews-Saronis-Perdika_Aegina_Saronic_Gulf_Islands_Attica.html"
"Aegina Vasilissa","Aegina Vasilissa","Μεσογειακή Ελληνική ","Σουβάλα 18010,  Ελλάδα ","+30 698 048 6175","https://www.tripadvisor.com.gr/Restaurant_Review-g2640755-d18189512-Reviews-Aegina_Vasilissa-Souvala_Aegina_Saronic_Gulf_Islands_Attica.html"
"Mple","Mple","€ Ιταλική Μεσογειακή ","Λιμάνι Σουβάλας Σουβάλα 180 10,  Ελλάδα ","+30 2297 052409","https://www.tripadvisor.com.gr/Restaurant_Review-g2640755-d14088368-Reviews-Mple-Souvala_Aegina_Saronic_Gulf_Islands_Attica.html"
"Μαριδάκι","Μαριδάκι","Θαλασσινά Ελληνική ","Leoforos Dimokratias 32 Αίγινα (Χώρα) 18010,  Ελλάδα ","+30 2297 025869","https://www.tripadvisor.com.gr/Restaurant_Review-g1189162-d13465580-Reviews-Maridaki-Aegina_Town_Aegina_Saronic_Gulf_Islands_Attica.html"
"Καλαμάκι Στο Τσακ Μαμ","Καλαμάκι Στο Τσακ Μαμ","€ Ψητοπωλείο Ελληνική ","18010,  Ελλάδα ","+30 694 656 7613","https://www.tripadvisor.com.gr/Restaurant_Review-g189492-d16851602-Reviews-Kalamaki_Sto_Tsak_Mam-Aegina_Saronic_Gulf_Islands_Attica.html"
"Εξοχική Ταβέρνα Ο Ντιρλαντας","Εξοχική Ταβέρνα Ο Ντιρλαντας","€ Ελληνική ","Βαγια Αίγινα 180 10,  Ελλάδα ","+30 2297 071089","https://www.tripadvisor.com.gr/Restaurant_Review-g189492-d10241466-Reviews-Exochiki_Taberna_O_Ntirlantas-Aegina_Saronic_Gulf_Islands_Attica.html"
"Μαύρος Γάτος","Μαύρος Γάτος","€ Ελληνική ","Αίαντος 4 Χρήστου Λαδά 8 & Παν.Ηρειώτη 180 10,  Ελλάδα ","+30 2297 026452","https://www.tripadvisor.com.gr/Restaurant_Review-g189492-d15699970-Reviews-Mavros_Gatos-Aegina_Saronic_Gulf_Islands_Attica.html"
"Inn on the Beach","Inn on the Beach","","Ακτή Τότη Χατζή Αίγινα (Χώρα) 180 10,  Ελλάδα ","+30 2297 025116","https://www.tripadvisor.com.gr/Restaurant_Review-g1189162-d18218521-Reviews-Inn_on_the_Beach-Aegina_Town_Aegina_Saronic_Gulf_Islands_Attica.html"
"34 Thirty Four Coffee","34 Thirty Four Coffee","€ Kαφέ Φαστ φουντ ","Λεωφόρος Αθηνών- Σουνίου 34 χλμ Αγία Μαρίνα 19400,  Ελλάδα ","+30 2291 090002","https://www.tripadvisor.com.gr/Restaurant_Review-g1069027-d14032216-Reviews-34_Thirty_Four_Coffee-Agia_Marina_Aegina_Saronic_Gulf_Islands_Attica.html"
"Εν Πλώ Cafe","Εν Πλώ Cafe","€€ - €€€ Kαφέ ","Λεωφ. Δημοκρατίας Αίγινα (Χώρα) 18010,  Ελλάδα ","+30 2297 026482","https://www.tripadvisor.com.gr/Restaurant_Review-g1189162-d12938280-Reviews-En_Plo_Cafe-Aegina_Town_Aegina_Saronic_Gulf_Islands_Attica.html"
"Maistrali","Maistrali","Θαλασσινά Μεσογειακή Ελληνική ","Harbour Side L.N.Kazantzaki 3 Αίγινα (Χώρα) 180 10,  Ελλάδα ","+30 2297 026488","https://www.tripadvisor.com.gr/Restaurant_Review-g1189162-d2171921-Reviews-Maistrali-Aegina_Town_Aegina_Saronic_Gulf_Islands_Attica.html"
"Ταβέρνα Τάσος","Ταβέρνα Τάσος","€€ - €€€ Kαφέ ","Μαραθώνας 18010,  Ελλάδα ","+30 694 382 8765","https://www.tripadvisor.com.gr/Restaurant_Review-g189492-d11624385-Reviews-Taverna_Tassos-Aegina_Saronic_Gulf_Islands_Attica.html"
"Sofia","Sofia","€€ - €€€ Ελληνική ","Portes Αίγινα (Χώρα),  Ελλάδα ","+30 2297 031387","https://www.tripadvisor.com.gr/Restaurant_Review-g1189162-d3709357-Reviews-Sofia-Aegina_Town_Aegina_Saronic_Gulf_Islands_Attica.html"
"ΝΟΑ - Ναυτικός Όμιλος Αίγινας","ΝΟΑ - Ναυτικός Όμιλος Αίγινας","","Λιμενοβραχίονας ΚΕ Αίγινα (Χώρα) 18010,  Ελλάδα ","+30 2297 028690","https://www.tripadvisor.com.gr/Restaurant_Review-g1189162-d14004921-Reviews-NOA_Naval_Group_of_Aegina-Aegina_Town_Aegina_Saronic_Gulf_Islands_Attica.html"
"Dimitri's Corner Best Sea View","Dimitri's Corner Best Sea View","€ Πίτσα Kαφέ Ελληνική ","Agia Marina's Beach Αγία Μαρίνα 18010,  Ελλάδα ","+30 2297 032313","https://www.tripadvisor.com.gr/Restaurant_Review-g1069027-d10676048-Reviews-Dimitri_s_Corner_Best_Sea_View-Agia_Marina_Aegina_Saronic_Gulf_Islands_Attica.html"
"Έπρεπε","Έπρεπε","€ Φαστ φουντ ","Λεωφόρος Αλιμπραντη Σουβάλα 18010,  Ελλάδα ","+30 2297 054080","https://www.tripadvisor.com.gr/Restaurant_Review-g2640755-d14862771-Reviews-Eprepe-Souvala_Aegina_Saronic_Gulf_Islands_Attica.html"
"B-52","B-52","€ ","Αγία Μαρίνα,  Ελλάδα ","+30 2297 032801","https://www.tripadvisor.com.gr/Restaurant_Review-g1069027-d3723870-Reviews-B_52-Agia_Marina_Aegina_Saronic_Gulf_Islands_Attica.html"
"I Klimataria","I Klimataria","€ Μεσογειακή Ελληνική ","Irioti Square Ελλάδα ","+30 2297 025968","https://www.tripadvisor.com.gr/Restaurant_Review-g189492-d3709001-Reviews-I_Klimataria-Aegina_Saronic_Gulf_Islands_Attica.html"
"Pizza Γιώτας","Pizza Γιώτας","€ Ιταλική Πίτσα Φαστ φουντ ","Καποδιστρίου 11 Αίγινα (Χώρα) 18010,  Ελλάδα ","+30 2297 028560","https://www.tripadvisor.com.gr/Restaurant_Review-g1189162-d11746365-Reviews-Pizza_Giotas-Aegina_Town_Aegina_Saronic_Gulf_Islands_Attica.html"
"Sole Mare","Sole Mare","€€ - €€€ Μεσογειακή Ελληνική ","Λουτρά Σουβάλα 180 10,  Ελλάδα ","+30 697 862 1476","https://www.tripadvisor.com.gr/Restaurant_Review-g2640755-d14184126-Reviews-Sole_Mare-Souvala_Aegina_Saronic_Gulf_Islands_Attica.html"
"Το Στέκι","Το Στέκι","Ελληνική ","Π. Ηρειώτη 49 Αίγινα (Χώρα) 180 10,  Ελλάδα ","+30 2297 023910","https://www.tripadvisor.com.gr/Restaurant_Review-g1189162-d15060230-Reviews-To_Steki-Aegina_Town_Aegina_Saronic_Gulf_Islands_Attica.html"
"Coffee Island","Coffee Island","","Αφαίας 25 Αγίου Νεκταρίου 18010,  Ελλάδα ","+30 2297 023888","https://www.tripadvisor.com.gr/Restaurant_Review-g189492-d12627286-Reviews-Coffee_Island-Aegina_Saronic_Gulf_Islands_Attica.html"
"Tropics","Tropics","€ Φαγητό στα γρήγορα Φαστ φουντ Κατάλληλο για χορτοφάγους ","Dimokratias 5 Ελλάδα ","+30 2297 028288","https://www.tripadvisor.com.gr/Restaurant_Review-g189492-d3645907-Reviews-Tropics-Aegina_Saronic_Gulf_Islands_Attica.html"
"Paradisos","Paradisos","€€ - €€€ Θαλασσινά Μεσογειακή Ευρωπαϊκή ","Αγία Μαρίνα,  Ελλάδα ","+30 2297 032142","https://www.tripadvisor.com.gr/Restaurant_Review-g1069027-d3709047-Reviews-Paradisos-Agia_Marina_Aegina_Saronic_Gulf_Islands_Attica.html"
"Μελένιο","Μελένιο","Επιδόρπιο Ντελικατέσεν ","Σπύρου & Ρόδη Αιακού 14 Αίγινα (Χώρα) 18010,  Ελλάδα ","+30 2297 026133","https://www.tripadvisor.com.gr/Restaurant_Review-g1189162-d13833795-Reviews-Melenio-Aegina_Town_Aegina_Saronic_Gulf_Islands_Attica.html"
"MUZIK","MUZIK","€ Ελληνική Ιταλική ","Paralia Perdikas Παραλία Πέρδικας 18010,  Ελλάδα ","+30 2297 029888","https://www.tripadvisor.com.gr/Restaurant_Review-g189492-d1073137-Reviews-Muzik_Cafe_Bar_Restaurant-Aegina_Saronic_Gulf_Islands_Attica.html"
"Στη Φου-Φου","Στη Φου-Φου","€ Μπάρμπεκιου Ελληνική Μεσογειακή ","Π.Αιγινήτου & Αχιλλέως Αίγινα (Χώρα) 180 10,  Ελλάδα ","+30 2297 022225","https://www.tripadvisor.com.gr/Restaurant_Review-g1189162-d14149771-Reviews-Sti_Fou_Fou-Aegina_Town_Aegina_Saronic_Gulf_Islands_Attica.html"
"The Beachhouse Cocktail Bar","The Beachhouse Cocktail Bar","€€ - €€€ Θαλασσινά Διεθνής ","η Βαγία 18010,  Ελλάδα ","+30 694 241 2265","https://www.tripadvisor.com.gr/Restaurant_Review-g3387386-d12861753-Reviews-The_Beachhouse_Cocktail_Bar-Vagia_Aegina_Saronic_Gulf_Islands_Attica.html"
"Il Posto","Il Posto","€€ - €€€ Ιταλική Μεσογειακή Ευρωπαϊκή ","Kipselis Square Πλατεία Κιψέλη 180 10,  Ελλάδα ","+30 2297 028950","https://www.tripadvisor.com.gr/Restaurant_Review-g189492-d6839516-Reviews-Il_Posto-Aegina_Saronic_Gulf_Islands_Attica.html"
"To Steki tis Kypselis","To Steki tis Kypselis","€ ","2 Evaggelistrias Kypseli 180 10,  Ελλάδα ","+30 2297 023706","https://www.tripadvisor.com.gr/Restaurant_Review-g189492-d3709390-Reviews-To_Steki_tis_Kypselis-Aegina_Saronic_Gulf_Islands_Attica.html"
"Maridaki","Maridaki","€€ - €€€ Θαλασσινά Μεσογειακή Ελληνική ","Leof Dimokratios 180 10,  Ελλάδα ","+30 2297 025869","https://www.tripadvisor.com.gr/Restaurant_Review-g189492-d3709005-Reviews-Maridaki-Aegina_Saronic_Gulf_Islands_Attica.html"
"Αχιβαδάκι","Αχιβαδάκι","€€ - €€€ Θαλασσινά Μεσογειακή Ελληνική ","Παραλία Βροχείων 18010,  Ελλάδα ","+30 2297 024001","https://www.tripadvisor.com.gr/Restaurant_Review-g189492-d12691945-Reviews-Achivadaki-Aegina_Saronic_Gulf_Islands_Attica.html"
"Μπαρακούντα Μπήτς Μπαρ","Μπαρακούντα Μπήτς Μπαρ","€€ - €€€ Kαφέ ","Παραλία Αγίας Μαρίνας Αγία Μαρίνα 180 10,  Ελλάδα ","+30 694 553 3693","https://www.tripadvisor.com.gr/Restaurant_Review-g1069027-d3746023-Reviews-Barracuda_Beach_Bar-Agia_Marina_Aegina_Saronic_Gulf_Islands_Attica.html"
"Ψαροταβέρνα Ο Αντώνης","Ψαροταβέρνα Ο Αντώνης","€€ - €€€ Θαλασσινά Ελληνική Μεσογειακή ","Παραλία Πέρδικας Πέρδικα 18010,  Ελλάδα ","+30 693 292 3749","https://www.tripadvisor.com.gr/Restaurant_Review-g1096217-d8281839-Reviews-Antonis_Fish_Restaurant-Perdika_Aegina_Saronic_Gulf_Islands_Attica.html"
"Nikos Bar","Nikos Bar","€ Ελληνική Θαλασσινά ","παραλία Παραλία Αγία Μαρίνα Αίγινα (Χώρα) 180 10,  Ελλάδα ","+30 694 614 2558","https://www.tripadvisor.com.gr/Restaurant_Review-g1189162-d4832948-Reviews-Nikos_Bar-Aegina_Town_Aegina_Saronic_Gulf_Islands_Attica.html"
"Ταβέρνα Αργύρης","Ταβέρνα Αργύρης","€ Μεσογειακή Ελληνική ","Λεωφόρος Δημοκρατίας Μεσαγρός Μεσαγρός 18010,  Ελλάδα ","+30 2297 071303","https://www.tripadvisor.com.gr/Restaurant_Review-g3695510-d3709163-Reviews-Taverna_Argyris-Mesagros_Aegina_Saronic_Gulf_Islands_Attica.html"
"Αλκυόνη Περδίκα","Αλκυόνη Περδίκα","€ Μεσογειακή Ελληνική Θαλασσινά ","Πέρδικα 18010,  Ελλάδα ","+30 2297 061577","https://www.tripadvisor.com.gr/Restaurant_Review-g1096217-d10542801-Reviews-Alkioni_Perdika-Perdika_Aegina_Saronic_Gulf_Islands_Attica.html"
"Tholos","Tholos","€ Μεσογειακή Ελληνική ","Αγία Μαρίνα,  Ελλάδα ","+30 2297 032129","https://www.tripadvisor.com.gr/Restaurant_Review-g1069027-d3709503-Reviews-Tholos-Agia_Marina_Aegina_Saronic_Gulf_Islands_Attica.html"
"τενεκεδακια","τενεκεδακια","€ Ελληνική Φαγητό του δρόμου ","39 Republic Avenue Αίγινα (Χώρα) 180 10,  Ελλάδα ","+30 2297 028944","https://www.tripadvisor.com.gr/Restaurant_Review-g1189162-d10394179-Reviews-Tenekedakia-Aegina_Town_Aegina_Saronic_Gulf_Islands_Attica.html"
"Ταβέρνα Καβουρόπετρα","Ταβέρνα Καβουρόπετρα","€€ - €€€ Θαλασσινά Μεσογειακή Ελληνική ","Λιμανάκι Καβουρόπετρας 180 10,  Ελλάδα ","+30 2297 023001","https://www.tripadvisor.com.gr/Restaurant_Review-g189492-d3709026-Reviews-Taverna_Kavouropetra-Aegina_Saronic_Gulf_Islands_Attica.html"
"Ρέμβη","Ρέμβη","€€ - €€€ Kαφέ Μεσογειακή ","Λεωφόρος Δημοκρατίας 51 Αίγινα (Χώρα) 18010,  Ελλάδα ","+30 2297 028605","https://www.tripadvisor.com.gr/Restaurant_Review-g1189162-d13114309-Reviews-Remvi-Aegina_Town_Aegina_Saronic_Gulf_Islands_Attica.html"
"Ouzeri Skotadis","Ouzeri Skotadis","€€ - €€€ Θαλασσινά Μεσογειακή Ελληνική ","Ελλάδα ","+30 2297 024014","https://www.tripadvisor.com.gr/Restaurant_Review-g189492-d3709379-Reviews-Ouzeri_Skotadis-Aegina_Saronic_Gulf_Islands_Attica.html"
"Ελα Μεσα Εστιατόριο","Ελα Μεσα Εστιατόριο","€€ - €€€ Θαλασσινά Μεσογειακή Ελληνική ","Φανερομενης 2 Σουβαλα-Αιγινα Σουβάλα 18010,  Ελλάδα ","+30 2297 054022","https://www.tripadvisor.com.gr/Restaurant_Review-g2640755-d7044268-Reviews-Elamesa_Restaurant-Souvala_Aegina_Saronic_Gulf_Islands_Attica.html"
"Ψαροταβέρνα Νώντας","Ψαροταβέρνα Νώντας","€€ - €€€ Θαλασσινά Μεσογειακή Ελληνική ","Πέρδικα 18010,  Ελλάδα ","+30 2297 061233","https://www.tripadvisor.com.gr/Restaurant_Review-g1096217-d3709075-Reviews-Nontas_Fish_Restaurant-Perdika_Aegina_Saronic_Gulf_Islands_Attica.html"
"Ο Μπάμπης","Ο Μπάμπης","€€ - €€€ Θαλασσινά Μεσογειακή Ελληνική ","Ακτή Τότη Χατζή 7 Αίγινα (Χώρα) 180 10,  Ελλάδα ","+30 2297 023594","https://www.tripadvisor.com.gr/Restaurant_Review-g1189162-d4343821-Reviews-Babis-Aegina_Town_Aegina_Saronic_Gulf_Islands_Attica.html"
"Kavourina","Kavourina","€€ - €€€ Θαλασσινά Μεσογειακή Ελληνική ","L.N.Kazantzaki Ελλάδα ","+30 2297 026479","https://www.tripadvisor.com.gr/Restaurant_Review-g189492-d3709401-Reviews-Kavourina-Aegina_Saronic_Gulf_Islands_Attica.html"
"Chalet All Day Cafe Restaurant","Chalet All Day Cafe Restaurant","€€ - €€€ Ιταλική ","Δημοσθένους 75 Καλλιθέα 17673,  Ελλάδα ","+30 21 0957 4740","https://www.tripadvisor.com.gr/Restaurant_Review-g262046-d12938288-Reviews-Chalet_All_Day_Cafe_Restaurant-Kallithea_Attica.html"
"Μαρουβας","Μαρουβας","€€ - €€€ Μεσογειακή Ελληνική ","Ελευθεριου Βενιζελου 78 Νέα Σμύρνη,  Ελλάδα ","+30 21 0932 3001","https://www.tripadvisor.com.gr/Restaurant_Review-g3178759-d10422075-Reviews-Marouvas-Nea_Smirni_Attica.html"
"Η Φωλιά του Τσανγκ","Η Φωλιά του Τσανγκ","Κινέζικη Ασιατική ","Δοϊράνης 15 & Ατθίδων Καλλιθέα 176 71,  Ελλάδα ","+30 21 0959 5179","https://www.tripadvisor.com.gr/Restaurant_Review-g262046-d8078611-Reviews-Chang_s_House-Kallithea_Attica.html"
